area,bedrooms,garage,rent,district_te,type_te
55,3,1,2100,3416.560561931951,3396.871399427238
88,3,2,4000,3502.3153285525236,3362.269052254125
49,1,1,3300,3425.407295413328,3396.5176534519965
97,3,2,4050,3281.241741527043,3388.039394003737
52,2,0,1200,3232.8709110627997,3407.436439238571
66,3,1,3800,3217.938398000152,3306.307684248888
50,1,0,1200,3205.1454932925612,3524.853276157076
40,0,0,1300,3084.281384133599,3428.0727144296116
42,2,0,1500,3185.435705912178,3345.046447498643
45,2,0,1590,2523.3717460748494,3361.08938580816
24,1,0,2200,3154.60630635695,3324.456679302664
37,2,0,1362,2967.1421211203788,3314.7002084219216
43,1,0,550,3142.7647228020937,3457.5915750418885
30,1,1,2160,2655.567213873947,2177.4752493329893
47,2,1,950,3324.8723385365456,3405.68542886831
50,2,0,1450,3335.443101687611,3487.949537971313
350,2,1,5500,3707.895241720298,3478.393380070607
50,2,1,1638,3164.445796908798,3351.9076555534098
69,3,1,3300,3230.3099667091924,3309.303031226005
30,1,1,1600,3170.2798207461774,2142.59741047002
60,1,0,800,3135.151805375222,3532.338227253451
98,2,0,1615,2653.0698727451195,3387.424989308785
21,1,0,1200,3737.717318193428,2209.2559353371294
48,2,1,2300,2635.971292297884,3319.3416286714673
51,2,0,1450,2923.450715570206,3412.642346371081
24,1,0,830,2750.1437345070335,3453.0006259621
200,3,4,5000,3172.676549480095,3475.1043615231674
64,2,1,1450,3269.0949765952982,3423.947179446063
50,2,1,1700,2967.592465387764,3350.458517278942
61,3,1,2300,2881.5809980875424,3292.2821107386285
60,3,1,3060,2505.843805575809,3354.7145493158027
32,1,0,1500,2776.4299228804744,3349.588348095984
62,3,1,1600,3227.94476066505,3384.5391708478055
33,1,1,2600,3717.447232455754,2242.9777350980344
53,2,1,4725,3690.5864426966177,3331.926530044314
75,2,0,2850,5228.134590741482,3337.508594123685
62,2,1,1394,2808.2156576789935,3317.914988268063
240,3,2,5800,4011.540660057369,3479.5574423780386
31,1,0,835,3222.110256311406,3294.0192004810933
50,2,1,2450,3158.207190471119,3342.218806912933
125,3,5,3500,3180.7481405204057,3388.2474815631986
28,1,0,1450,3237.9444573239493,2246.732925240292
50,1,1,3500,3664.694627087917,3396.6912026402183
30,1,0,1150,3144.040558539389,3497.2913990447505
29,1,0,1113,2704.327566981489,3355.464362080059
45,2,1,1100,3221.5751888383907,3348.931180831962
50,2,1,2000,3183.792910314091,3378.2104988595024
88,2,1,1680,3279.4232905741783,3409.8893390990984
136,4,2,5000,3202.0916378922966,3394.1723968705674
50,2,1,2250,3259.7764470723964,3360.2467696733966
45,0,0,1400,3063.2921780225684,3319.2319929452538
70,0,0,3100,3243.39890052187,3431.630036535313
40,1,0,900,3059.756832786366,3642.7647703949915
52,2,1,1600,3256.4842681839327,3336.6931956725552
60,1,0,1000,3244.161094972443,3514.5643101895753
12,1,0,1750,3268.933810222796,2234.3302195617493
50,2,0,1750,2445.2165935217035,3371.2922017465853
70,2,1,4100,3250.739794304897,3275.9402017129205
37,1,1,3175,3913.1319796179678,3315.4445192314984
121,3,0,3500,3250.251117563554,3498.4393443291724
54,2,2,3000,3414.4766388106063,3342.5597957212517
45,1,1,1700,3339.8102179361463,3342.3484749789936
50,2,1,3100,3205.5043613656158,3323.1006260494914
76,3,2,2850,3189.449450448012,3353.894492102534
60,2,0,1800,3151.188447330881,3474.2157755957714
63,2,1,1850,3932.009978869032,3519.2811115449135
164,3,4,4500,3276.136804291995,3438.116037990807
31,1,0,2514,3653.2431743236275,2243.0525213892265
30,1,1,1250,3182.5626611475186,3378.933266336574
49,2,1,1420,3091.4795774667837,3380.7592518795077
33,1,0,850,3247.19039173689,2274.7489054078487
32,1,1,1750,2666.2070105201833,3353.191215155143
35,1,1,3000,2731.968104024702,3369.1548107683802
75,2,1,3017,3343.5841439323513,3371.750537052671
32,1,0,950,2448.187836404704,2226.6249374228387
40,1,1,2500,3274.4705773059077,3397.57943637042
45,2,1,1300,3224.810818327511,3380.961159275344
85,3,1,3200,3284.1893751453754,3401.398427537229
45,2,0,1800,3077.098456048102,3397.4620593910017
50,2,1,3250,3365.9162217391545,3343.5534652342603
52,2,1,1400,3073.399155232469,3366.2267112133086
53,1,0,1800,3084.582323394309,3405.9311324235373
43,1,1,1539,3456.7170615015193,3308.359106142103
53,2,1,2000,3379.13513323699,3356.3543059901926
70,3,1,2450,3305.0429936937635,3387.888526196853
84,2,2,5000,4380.114761400474,3333.145811778697
60,2,1,1353,2565.1952503922544,3306.1717475302107
34,2,0,2000,3316.842950104168,3339.465419518089
88,2,3,2800,3136.9618869408287,3575.2729846142397
16,1,0,600,3191.5730513052217,2232.053477669978
81,2,0,3500,2740.5994411471265,3381.3078629620813
34,2,1,3250,4320.351275937895,3297.8482747777243
31,1,0,1780,3130.1594868513403,3403.303137961879
40,1,1,2761,4378.582247773892,3335.125988176872
50,2,1,1428,3267.6460194371557,3332.3322351963484
27,1,0,3000,4199.220314606465,2268.7141048595026
25,1,0,1644,2804.6769297004525,2232.573230465381
90,2,2,5500,3165.682653991622,3388.6912008397435
50,1,1,1310,2466.2666176141825,3260.0661431719536
75,2,2,2500,3236.1571644617616,3329.499600245164
25,1,0,1000,3188.155587441825,2266.37276129017
42,1,1,1700,3418.3198223868176,3307.7844831663665
73,3,1,2000,3211.9058824882495,3389.302707223542
27,1,0,900,3202.0104423160938,2245.4287875757436
34,1,0,1400,3575.300466889602,3332.043240568566
41,2,0,2750,3314.8211394516534,3333.492157752129
38,1,0,1340,2794.4283991121356,3409.960794952929
24,1,0,1200,3320.9373566346953,2209.6410863261935
44,1,1,2200,3197.648266566464,3398.649927487873
54,2,1,1400,3175.708138715919,3352.686274214455
151,2,0,15000,3738.169580573357,3474.680175806561
30,1,0,3500,3275.7541972090453,2201.8891471829106
70,2,1,2300,3240.0042405208346,3349.532460228241
45,1,0,800,3092.1257012347605,3473.3825606506607
75,2,0,3000,3529.6569536890493,3374.593174507145
35,1,0,1470,2826.5942071790014,2159.485090581324
37,1,1,2200,4408.275106162869,3353.245296767176
28,1,0,1570,3147.3205744834977,3364.553301398038
36,1,1,1800,2781.329636071401,3331.246000804396
80,2,0,2800,3229.9528208405495,3449.6149226869743
20,1,1,2100,2586.9738221211724,2183.9314296784323
43,2,1,1740,3217.5044313453795,3332.8931368043422
18,1,0,720,3274.955390189712,2257.57280488608
70,2,1,2200,3175.0131343798994,3362.303650492712
37,1,0,1354,3205.844610966168,3343.182535090316
60,1,0,830,3198.69545608608,3463.436274126207
66,2,2,2500,3151.281827840642,3316.5907188024034
200,3,2,10000,4302.202768051718,3511.955534750256
45,1,1,2300,4511.0186286616645,3364.454105386
25,1,1,3394,3330.4781429252207,2250.7681126266066
73,3,1,2426,4060.1920991334623,3351.357102385624
65,3,1,3110,3117.654737049736,3383.9912011545207
57,2,1,1680,3205.9966606792473,3315.8241039420036
42,1,0,1600,2723.3069983306837,3398.715046434433
101,3,2,4000,3202.7940321457827,3375.0292252506865
158,4,0,2700,4635.8923701120675,3374.4904366243873
92,3,1,3500,3237.8667816428497,3502.452367794486
66,1,1,7100,3972.797602561837,3370.083999166972
27,1,0,1750,2799.730462209855,2261.554143474733
30,1,1,2800,4449.995506202282,2255.334792156813
41,1,1,1500,3123.501603889186,3296.914713125576
70,3,1,2200,3239.654690353877,3427.15644087949
67,2,1,2480,3294.704541681796,3409.906539997504
51,2,1,3800,3362.973075098198,3332.0941076301306
25,1,0,1100,3248.557721742082,2240.1313852319786
100,2,1,3000,3229.8059367293004,3497.085042647897
69,1,2,2200,4315.760624274309,2223.6833419490017
35,2,0,1500,2766.6207232851384,3331.95208944829
45,1,1,2200,4030.8005163850003,3346.15519441535
55,2,1,1200,3223.6184590671564,3388.2532835504844
54,2,1,1836,3244.5318303665435,3358.686865441849
30,1,0,4200,3955.675551114082,2151.5114819627097
19,1,0,2900,3270.716668554768,2252.7696450620415
48,2,1,1800,3211.22543624953,3424.0512968126245
45,1,1,2900,5140.811565865734,3330.4017101302347
26,1,0,2000,2770.9940324228783,3341.1729502001003
80,3,1,2100,3220.928432123872,3340.8595549476013
70,2,0,2150,3212.8504320921584,3411.130267477594
64,2,1,1666,3189.4184925342706,3394.563516828001
37,1,1,3000,2810.6149104823767,3324.422949698588
35,1,0,850,3144.7928970448274,3478.6234454930313
25,1,0,3780,2833.436398303578,2230.695745370708
37,1,0,1800,3159.430378895913,3367.195338500524
26,1,0,3880,4289.647004836387,2228.7460071717883
44,2,1,1700,3191.8635146881566,3381.041573650982
39,2,0,3000,3260.3660473193586,2228.0701878829414
69,1,1,7100,3472.656745616532,3356.7485959830133
25,1,0,1080,3516.7120440812328,2216.396241174661
88,2,2,7000,3113.022359184626,3365.275819577742
49,1,1,3100,2822.791023743097,2225.4881215165324
62,2,1,2360,3121.171557535293,3354.0606212349485
28,1,0,950,2790.909060806808,2184.1030027411016
98,2,1,2584,4029.3863849664044,3394.3439387747576
42,1,0,850,3224.0829075467304,3437.208165341729
80,2,1,4500,4056.8449217674774,3337.865995301065
25,1,0,1320,3423.5945970066387,3274.5436978217094
62,3,1,2430,3148.5914443509546,3340.100787742909
24,1,0,1200,2735.2336519647893,2242.7510675591325
89,1,2,3250,2999.505746183582,3413.216708453247
27,1,0,3000,2750.936634529942,2187.771808420676
74,3,1,3900,3363.6903443858014,3327.95657889172
77,2,1,5400,5044.674722778982,3364.21818103123
80,2,2,3650,4221.857144176969,3389.053069542256
85,3,1,5320,3970.42440306697,3317.472928771927
50,1,1,1400,3064.468087114486,3526.2004915609077
72,2,1,2980,4099.746436890992,3344.753562732263
67,3,2,2371,3105.910427031054,3366.7483455281385
25,1,0,3000,3520.652198529778,2247.7651786330607
70,2,1,2800,2844.2642327797093,3364.272600640087
47,2,1,1380,3243.034713354067,3332.685507589862
23,1,0,2000,3323.8305683541316,2194.94453450347
27,1,0,3100,3522.237415182918,2210.4250971125275
67,2,1,3400,3507.483774386506,3382.364829926533
109,3,2,6500,3433.741072731958,3358.9464705006376
23,1,0,2900,3474.9601995392195,2245.0591205349815
50,2,1,1200,3110.394118229358,3324.6312529186084
62,2,1,2252,3744.7106040660406,3372.937485829301
92,3,2,5600,4102.753153474884,3256.7460864118184
85,1,1,1600,3319.7399640491935,3335.0031840981105
37,1,0,1320,2784.3846659678825,3346.9196906131765
75,2,1,3600,4539.67757975903,3363.152200055493
68,3,1,2680,3205.5732607074215,3323.068660569661
85,2,1,3100,3178.4692987928547,3381.8956173605065
35,1,1,1600,2791.1903996532365,3422.6787037494896
100,2,1,5000,4367.388121440027,3401.658604146207
58,2,1,4950,3836.3501645792912,3338.1437929707777
54,1,1,3663,3970.6246985035864,3365.347813392166
60,2,1,2272,2616.0056843503303,3314.1329228060554
38,1,0,1090,4314.2563056197105,2244.884438752669
100,3,1,2200,2797.9049860017303,3365.87855292497
40,1,1,3300,2902.5708686729276,3367.1951382031257
40,2,1,2200,3320.940489693008,3405.976069557325
64,3,1,1650,3400.1567861839894,3364.6321607327677
38,2,0,1150,3123.4909860637986,3366.095883184857
80,1,0,1720,3656.966957156006,3471.303853327556
70,2,2,1699,2591.016067461341,3365.1213333730866
41,1,1,1376,3137.0379402694666,2254.786221223811
57,2,1,4571,4599.76531619598,3311.4315048527656
70,3,1,1550,3014.8335129618417,3371.0534032610058
74,2,1,3400,4088.3248038850334,3373.028031128563
65,1,1,4200,3267.6663844627888,3353.5050109582844
90,1,1,6500,4501.726645720353,3428.782903068541
140,3,2,1390,2748.6251954234554,3432.2669810800658
90,3,2,3600,3029.739107437073,3377.395557195694
45,1,0,5500,4144.489854596216,3380.938353824537
100,3,2,2950,3107.6758798645715,3401.211918954997
25,1,0,2500,3783.704598263358,2251.2874806912946
40,1,0,1050,3145.0606422618093,3475.0114669609175
39,1,1,1700,2785.88493563652,2257.6631700965413
70,2,2,4304,3953.402984017099,3360.1428619726776
31,1,1,3696,4082.1219397240193,2206.0912415268185
50,2,1,2277,3109.024547425977,3296.047954763715
45,2,1,5400,3734.8449385462213,3341.895479363085
42,1,0,1900,2824.2766303717585,3418.6552118373447
100,3,0,1700,2871.827269205893,3466.785421641036
50,2,1,1750,3196.279764548323,3330.484851812332
34,1,1,3696,3996.9326525467536,2224.0227758063866
26,1,0,1400,3002.9925254474306,2204.240869842982
42,2,1,1760,3019.7350036188973,3310.648861847828
35,1,1,2506,3025.128140757192,3380.7449355036165
40,2,0,1200,3168.2582121503533,3294.1210867227837
43,1,1,2400,3236.0068507102087,2246.242228057127
42,1,1,2070,3733.2314096031805,3416.9218834610087
28,1,0,738,2676.0637689641094,2224.726073865799
68,3,2,1800,3523.608910410185,3375.2851190833344
70,2,1,2250,2997.978913248493,3411.2175508107352
80,2,1,2300,3191.122839973166,3439.9634472496464
45,1,0,1800,3348.5775335604903,3327.3253767082224
100,3,2,3000,4407.664433637047,3510.806066765096
20,1,1,1950,3482.26571188961,2245.207561683185
37,1,1,2400,2577.3698573907704,3384.687939261756
61,2,1,4100,3524.0246380221897,3335.167664917373
50,2,0,1700,3161.1455006800093,3314.293847391007
39,2,0,2500,3152.248915795428,3336.260564821678
26,1,0,1750,3204.8895675443177,2185.7511504688305
48,1,1,3400,4413.466247723926,3327.8924301755815
50,1,1,2900,3266.302904233248,3346.482121489907
44,2,1,1700,3010.0760653400166,3382.9395119793985
50,1,0,2190,2607.85524516168,3375.865078134959
48,2,1,1850,3075.4289812353845,3322.0882283498404
51,2,1,2650,2843.1826948768135,3307.0406912019916
47,2,1,1900,3189.8281322501844,3424.807757976043
65,2,2,3000,3278.3965902732966,3348.2727054126003
80,2,2,4200,3780.7450342943935,3340.5916131094873
73,2,2,1834,3109.685366089431,3323.1151190941164
28,1,1,3450,5185.369091869983,2227.9058072063485
28,1,0,1600,2782.240198722693,3428.560045860322
30,1,1,2200,3107.3373867064247,2245.576094932261
47,2,1,2300,2752.1536686892186,3353.0274169037916
56,2,1,2400,3164.6631904629753,3347.28069053333
35,1,1,1597,3255.6776727393576,3338.5794921445804
30,1,1,1170,2508.321997851798,2269.388076624747
42,1,1,4654,3392.9309983021,3419.7361097549215
67,2,1,2500,3020.924858422621,3332.084965209368
90,3,1,6780,5167.271985720754,3334.5481765206555
50,2,1,1700,3240.8687550135464,3326.6483365151207
28,1,0,1300,2637.901391122229,2211.4831195988636
35,1,0,1217,3158.939920886289,2231.6763505095014
80,1,1,5900,4983.711402940509,3284.4509115979586
60,1,1,2100,3572.6913986242507,3359.7923686330996
43,1,1,3300,3369.3752320034546,2186.039956391936
60,1,1,3702,3266.2348954444483,3354.7688445232543
80,2,1,8790,5129.942659347104,3354.5567441925023
86,2,1,1250,3125.5611446353455,3365.0743224571124
40,2,0,1200,2935.5743810836957,3326.2507527045327
41,1,0,3800,3797.242304015839,3357.875638341872
38,2,0,1850,3166.6834070906693,2220.2316728038977
50,2,1,1250,3282.9049661185463,3433.203590792244
90,2,2,3300,3196.842767379098,3335.2381674787625
40,2,1,1400,3159.047329722664,3388.9538765725893
40,1,0,1693,3573.9662735901775,3382.9011007834442
69,1,1,5500,4394.736890720036,3362.111010911628
36,1,1,2000,3188.5908306605975,3344.40613023364
69,2,2,2800,3280.5376352567096,3406.3451998106098
48,2,1,1689,3069.9965575715246,3355.697558755685
39,1,1,1860,3066.968642528425,3313.8834193668017
65,2,2,3000,3206.50438773327,3335.090376500701
59,2,1,1550,3173.8036393080642,3354.2852921198846
70,2,2,3400,3170.143987986114,3344.2658301568904
65,2,1,2800,3571.921613554122,3379.175397897145
60,1,1,5356,4117.130696359103,3369.6606103811655
65,2,1,4000,4618.007476920173,3386.112918481208
69,2,1,1700,3235.6422448482194,3352.0606412643224
60,2,2,3300,3451.9273817518,3325.552704409757
78,1,0,1600,2516.0322187466195,3358.6375538138245
60,2,1,1524,2986.0626560681662,3520.665570144587
69,1,4,1600,3287.705454771029,3491.5999122869116
62,2,1,1428,2520.252514246956,3331.5780654146483
55,2,0,1600,3052.5480327555415,3430.4120181678613
44,1,1,2700,3199.0634836275904,3414.4092384624355
80,2,0,2700,2768.3581465638936,3500.187392899771
65,2,1,2198,3076.8400526969526,3328.64420361255
52,1,0,1100,2660.2012816966403,3364.3526048049807
140,2,2,3200,3525.4638685715945,3442.6046832636634
56,3,1,1420,3213.7722731398994,3386.6328288300283
37,1,0,2740,3163.0550832282465,3354.196762728673
34,1,0,1900,2593.1116706335324,3359.201982106817
30,1,1,1030,3186.345751812353,3413.9844026155406
200,3,5,3124,3211.5886252827586,3437.9517053121153
60,1,1,1400,3307.753583938413,3321.091200616062
77,2,1,2288,3030.037190907413,3478.4606444568667
45,1,0,1270,3015.380592339542,3326.327926751206
60,3,1,1600,3260.647168039885,3318.853913827458
130,2,2,3000,3312.771675121492,3451.294946684964
70,1,0,1800,3234.54881673558,3492.4907937543235
300,3,3,2500,3303.7454298469847,3479.320794084485
120,3,2,4800,3529.091659363774,3491.214008115044
43,1,0,1196,3140.167520104115,3495.0778624856935
40,1,0,1300,3212.097956663653,3447.527870237742
103,2,1,2400,3041.2951724022196,3557.9657934120623
60,2,0,1723,3144.9680264299027,3449.6038551452352
43,2,1,1174,3239.132290247024,3306.691242445194
20,1,0,990,3128.98134682703,2163.159359723355
60,3,1,1200,3223.726971772565,3334.857396851326
38,1,0,1200,3157.730445960666,3366.010939757165
125,3,3,3500,2863.967151316925,3473.9477581102437
140,3,2,2900,3234.737338873678,3451.7853531105397
90,3,2,2500,3265.1536269622193,3477.460888051715
36,1,0,1220,2811.6315014747615,2237.2811232190566
41,1,1,2704,3571.9203728924203,3420.405568741553
36,2,0,1500,3597.9360527562912,3369.415686654167
75,3,1,2800,3164.4535935203485,3358.483629725253
55,2,1,1650,3193.4609276892966,3343.048441423719
44,2,0,2550,3230.824288990886,2221.064361916307
60,2,0,1200,3184.649038325915,3326.8895118167493
70,2,0,1700,3014.9246222956617,3446.3908111524806
52,2,1,1400,3164.0309307469106,3316.6153962689964
36,1,0,1450,3115.4513559837824,3439.11798067058
58,2,1,1957,3284.816497237281,3407.6523879865927
48,2,1,1450,3184.3259867977013,3341.2590049213177
45,2,1,1900,2559.3475141861923,3394.568209977355
26,1,0,1500,3342.0183826367374,2202.479131335783
66,3,1,1400,3133.3920599682824,3375.610733156884
46,1,1,2205,2621.1292065199573,3343.0536373167247
42,2,1,1800,3143.6330670026687,3391.302866121414
83,2,2,3260,3452.47269324243,3377.574137471093
31,1,0,1985,3202.0509626679354,3330.328314075101
70,2,1,1874,3056.2702900810905,3403.612245298287
40,1,0,1800,2392.042750964772,2193.61726280548
60,2,1,3500,3510.1517482265044,3405.851516242173
45,2,1,2400,3175.9727596426515,3366.3749390538605
62,2,1,4500,2554.6194598057914,3372.673894081549
80,3,0,1432,3240.589119782068,3461.4502866032044
50,1,0,1100,3326.6741707323667,3428.6104146756115
45,2,0,1327,3109.1842543979033,3331.7704282111913
40,1,0,1650,2714.623123205377,2164.090812851232
60,2,0,1610,3035.0044657462995,3503.4610563067195
53,2,1,2800,2552.9857273174252,3361.360428970234
51,1,0,1100,2578.059408879627,2198.152108144661
30,1,0,998,3159.9615241139018,3558.258836842673
42,1,0,1250,3206.164876318661,3308.849190671851
50,1,0,1617,3728.7081955994468,3303.0794008125235
25,1,1,2298,3124.332548193109,2230.3786828366847
70,2,2,2700,3167.859310575654,3368.4142198434056
50,2,1,1400,3141.054869768502,3400.3712228394447
45,2,1,1600,3097.8209651413035,3277.691925230122
140,2,3,2900,3232.326137026461,3428.420825449048
40,1,1,3500,3814.946188755527,3365.385599682184
22,0,0,1000,3088.613575755996,3422.557183738944
30,1,0,1500,2767.3705138217138,3284.429756837375
85,1,1,2700,3731.2467557207724,3348.774644022419
36,1,0,850,3135.318115321423,2243.9992593635598
100,3,2,2887,3132.1609001760075,3423.896334328695
70,2,0,3500,2856.212656121595,3339.7531333738148
60,2,0,1400,3213.5636419680036,3323.659524995715
50,2,1,2500,3285.77538195553,3398.7130906125785
75,3,1,2350,3136.4257651973485,3277.5627428501057
40,1,1,3500,3187.6729917669472,2192.1748734190223
55,2,1,1600,3167.567894562993,3351.455107223318
79,2,0,2500,3109.7804429852763,3369.148557365829
43,1,0,900,2541.383510853494,2254.139055142944
45,2,1,2580,2483.0221899623007,3353.816940463067
55,2,1,1600,3121.826019529323,3354.004148698818
64,2,2,2415,3165.3885830436366,3674.7685455895557
45,1,1,2160,3703.116861942125,3390.7645897852763
45,1,0,1280,3303.4736544460407,3348.2655299048056
98,3,1,3300,3304.103715851049,3353.839657137471
40,1,0,1300,3208.8599231040316,2269.4614152317827
110,3,2,5500,3151.111486562575,3454.3887278508632
48,2,1,1700,3105.5243615782633,3384.559128624917
41,1,0,950,3168.4292879717377,3383.659382368863
50,2,1,2200,3165.875124976669,3332.1343059402334
76,3,1,2700,3275.5483099178914,3370.111183961996
33,1,1,1830,2728.039053019077,2243.3314616533307
45,1,0,1200,3193.8708582411814,3457.7744868690806
60,1,0,1380,3098.144606883293,3545.6079779267234
54,1,1,2620,4011.54274066557,2230.918784999996
36,1,0,1900,2724.477646451086,2203.671475045848
61,3,1,1985,3175.806302254084,3759.7452876470093
52,2,1,3070,3375.729729406009,3272.8652460562903
42,2,0,2000,2940.7877644531977,3338.2295418603135
60,1,0,1650,3294.4680165135574,3485.9706856812795
70,2,1,3400,3164.5094559897275,3399.7837733724587
27,1,0,2000,2532.506238092361,2261.7349650770657
52,1,0,900,3182.3042391149907,3487.467098602435
40,1,0,804,3097.3230210258407,3526.4050361321615
69,2,1,4496,3310.020767322702,3439.503921896431
25,0,0,1050,3040.5950272180844,2250.1575455104876
70,2,0,1397,3089.2029051685336,3458.758632458353
35,2,0,1100,3275.2472808558655,3309.8429862724265
45,2,0,1544,3156.9505823535956,3395.0663187116415
57,2,1,1738,3190.0367501408446,3284.3407938116916
180,2,5,4500,3228.314664819254,3433.347117423883
38,1,0,1800,2813.9102432212535,3661.217818296682
80,3,2,3576,3535.556632840755,3361.9899911916614
230,3,5,10550,3040.2890941319474,3481.257956344063
26,1,0,800,2626.356036639605,2257.615343486882
74,3,1,2504,3370.0616284673497,3320.580547301986
42,1,0,1118,3168.3308704533843,3321.4063010456234
85,2,1,3200,3350.7400087095607,3426.9582180571347
29,1,0,2500,3224.6816747297844,3336.18962523151
52,2,0,1450,2984.637382845903,3347.3208896074875
79,2,2,4200,3156.081203514997,3322.9311149557666
61,3,1,1650,3095.538267944546,3360.547875926443
45,1,1,2200,2834.6146389914466,3349.042193943248
34,1,0,1038,3083.0650015529027,3535.839272292399
50,2,1,1600,3239.5313273055,3420.624310129566
28,1,1,1900,3350.71029442964,2217.6189263429346
60,2,1,3000,3458.7507942387397,3377.7801030227633
32,1,1,2699,3015.0741332301036,3290.6541149278632
20,1,0,1850,2808.2782601836034,2222.912658873482
90,2,1,1500,3062.105200050976,3565.3061425268274
42,2,1,1312,3213.5834312898414,3377.5900165218472
43,1,1,4500,3555.1535713592243,3331.0072189224534
125,3,3,2950,3028.681504331289,3421.191994372877
20,1,0,1200,3254.2354590412606,2196.0209245844335
40,1,1,2800,2684.66692832311,3363.823753128059
45,2,1,2900,3411.9837256336464,3351.979053432314
59,2,1,3100,2596.7530309935078,3370.4374002123814
25,1,0,2764,2827.971979187543,2170.0138295578076
80,2,0,2350,2637.564819158485,3413.299975880256
50,2,1,950,3256.7766995612055,3357.62856999878
30,1,0,1400,3184.1768203336483,2223.769260850648
44,1,1,4600,3281.5128992788746,3322.7196033313403
66,3,1,2800,2908.068015871146,3410.551165738962
40,1,1,1324,3200.464260766909,3544.4118820947797
30,1,1,1200,3146.0276783934282,3489.849432004514
32,1,0,1300,2524.015974474321,3385.4903030233727
190,4,2,6600,4063.825225736707,3525.129718577532
60,2,1,2300,2812.6687475619356,3372.5006451025533
81,1,1,3400,5231.6000792655095,3359.4072759425085
35,1,1,1790,3314.7892160786564,3346.880902129059
50,2,1,1780,3058.026372823195,3376.8749914174564
28,1,0,1800,3178.8176872877957,3347.1169105741083
72,2,0,2200,2851.3985602037496,3401.2150172851775
61,2,1,1682,3462.005868051343,3397.6557194302372
53,2,1,2037,3202.463248049436,3276.377406158818
36,1,1,3200,3969.809233107638,3356.831166132851
50,2,0,2900,3174.5856386992236,3389.5591549760734
34,1,1,1447,3182.205140657814,3352.67195308483
72,3,2,2100,3069.1026279217026,3365.4744319644756
60,2,1,1500,3239.6543216305377,3403.6389482367995
90,2,5,1978,3267.6902244305934,3482.3638518015155
55,2,1,2300,3053.6238140688283,3374.343968348875
70,2,1,2200,3300.9281123610785,3315.6400528969266
40,2,0,1600,3019.9734177748574,3289.601450979429
48,2,1,3700,4169.731447126386,3392.968474861852
70,2,2,2500,3293.3800907327272,3547.1685317407905
65,3,1,1990,3235.0528954225806,3387.1989014324026
38,1,0,2000,3146.700714714678,2193.4039460052627
60,2,2,2300,3289.5972693876697,3362.511212189246
68,2,1,2500,3193.4216600859895,3355.289952882109
30,1,0,1850,2789.686210407256,2245.999930680358
54,1,1,4400,5249.075062599811,3367.8608374647106
33,1,0,1270,3153.1799033474863,2280.794129240671
32,1,0,1700,3239.9871194411658,2245.415968877317
40,2,0,1500,2986.666861970501,3298.1794241455027
50,1,0,790,3194.433643308478,3474.503824691308
141,3,3,6000,3151.6935537239438,3514.781490130042
45,1,1,3400,3674.8879756716265,3383.382403634089
63,1,1,4000,3201.9909860486323,3358.1637798552715
150,3,2,3100,3177.8386610269727,3543.251481460824
50,1,1,3150,2781.9644497192853,3392.184430869304
88,2,2,4900,3421.534767360824,3336.077765083361
98,2,0,3500,2764.1360539008583,3322.496449647149
40,2,1,1270,3167.708592058109,3323.082535543001
30,1,0,747,2840.158902425764,2275.149085497917
56,2,1,1470,3155.4895072068753,3325.368639313272
34,2,0,1800,3174.8764554850477,3312.5848825032335
73,2,1,2850,4309.831106832539,3306.5228391035466
25,1,0,2500,3244.496335197046,2268.5946983083318
45,1,1,1600,4326.328421194618,3342.257385837195
65,3,1,2200,3348.151671150562,3342.0483535465532
32,1,0,4000,4129.329230968238,3337.458615810441
51,1,1,3200,2862.3195462577182,3346.8098831005445
42,1,0,1500,2844.232841641049,2145.5840323962457
80,3,1,3500,3135.7166958028442,3335.5035832010117
39,1,1,2047,3120.7752014673947,3333.921294228941
55,2,1,3808,4034.019418715352,3364.472417420952
20,1,0,960,3223.5363856626195,2240.879208446859
55,2,1,1670,3166.813199338645,3327.554844999046
32,1,0,780,3127.5051547883822,3498.757190146782
30,1,0,1000,3148.4806455242046,2147.154459794732
30,1,0,1200,3218.789833626509,3404.53250416636
45,2,0,1360,3077.8604553802966,3377.5125662654186
30,1,0,950,3275.473854947899,2190.879922468914
140,3,0,3500,2765.4891135213493,3276.514024143298
54,2,1,1800,3115.247631311376,3368.5582207844404
26,1,0,3000,2828.6967759318654,2128.2650320164535
32,1,0,3380,3697.4631885897534,3309.887223247286
37,2,1,1300,2766.1401119496404,3354.306969321767
30,1,0,1600,3007.4336978613396,3403.868186972554
45,2,0,1300,3201.995718465253,3301.0974539355248
58,2,1,2800,3152.734138837773,3279.6185534788465
43,1,1,3380,3763.8858628954677,2175.0646429046096
50,1,0,3600,4048.018992366422,2224.3105369091927
44,2,0,2300,3204.373394439073,3365.6736235105004
71,2,1,1850,2857.136331144342,3386.8170165781316
38,2,0,1500,2738.029960760096,3360.1588460184125
60,2,0,1965,3336.432750642329,3399.212528863489
21,1,1,900,3124.579819837792,2289.567836776861
70,2,2,6000,4359.145330876228,3345.8152212353875
65,2,2,5000,3122.259976834739,3384.7285741802143
41,2,0,1600,3026.3717070822163,3303.0122217492158
46,2,1,2850,3234.4554469535096,3375.0127190056646
48,2,0,895,3208.224380897842,3467.5815633348543
55,2,1,2900,3272.248510053106,3388.8058788900303
31,1,0,2200,2775.819502776243,3342.031498286074
